sample_ID,weight_g,length_cm,ab_fat,other_fat,total_fat,X100xfat_weight,Trigly,Total_Chol,HDL_Chol,UC,FFA,Glucose,LDL_plus_VLDL,MCP_1_phys,Insulin_ug_l,Glucose_Insulin,Leptin_pg_ml,Adiponectin,Aortic.lesions,Aneurysm,Aortic_cal_M,Aortic_cal_L,CoronaryArtery_Cal,Myocardial_cal,BMD_all_limbs,BMD_femurs_only
F2_154,42.9,10.4,2.75,2.54,5.29,12.33100233,88,824,50,321,92,354,774,157.904,509,0.695481336,103567.76,8.128,77500,16,7,0,0,9,0.0574,0.07695
F2_155,31.8,10.2,1.55,1.55,3.1,9.748427673,45,1075,43,419,91,321,1032,76.182,439,0.731207289,48186.02,12.619,104750,6,0,0,0,0,0.0597,0.08185
F2_156,40.9,10.6,3.01,2.84,5.85,14.30317848,95,1016,44,378,105,385,972,134.48,615,0.62601626,80302.36,5.958,199750,3,2,0,0,0,0.0563,0.07855
F2_157,22.2,9.8,0.15,0.39,0.54,2.432432432,44,403,44,153,45,227,359,84.388,407,0.557739558,3662.48,7.541,264000,0,0,0,0,0,0.0565,0.07895
F2_158,52.7,10.9,0.89,3.43,4.32,8.197343454,132,1710,53,588,102,404,1657,379.84,2014,0.200595829,54820.86,3.603,164500,50,15,0,0,1,0.0576,0.0798
F2_159,51,10.9,1.74,2.17,3.91,7.666666667,689,1667,60,681,161,529,1607,237.836,4162,0.127102355,74850.12,3.914,131500,24,8,NA,0,0,0.0575,0.0793
F2_160,48.6,10.8,1.68,1.81,3.49,7.181069959,95,1533,53,576,126,433,1480,161.266,710,0.609859155,42360.32,3.634,124750,0,0,0,0,3,0.0607,0.0838
F2_161,48.7,10.7,3.38,3.42,6.8,13.96303901,139,1954,159,673,134,558,1795,185.042,1092,0.510989011,118566.9,3.663,44250,40,8,0,0,3,0.0538,0.07155
F2_162,44.6,10,2.74,2.3,5.04,11.30044843,139,1842,47,636,136,453,1795,305.196,625,0.7248,125457.98,3.737,183750,16,7,0,0,0,0.0522,0.0694
F2_163,53.1,10.7,6.58,3.77,10.35,19.49152542,113,1909,24,725,156,589,1885,155.714,1370,0.429927007,152968.96,5.875,247750,5,0,0,0,0,0.0529,0.077
F2_164,52.7,10.8,5.81,4.17,9.98,18.9373814,98,1356,42,456,93,448,1314,135.602,2677,0.167351513,98773.12,3.951,183250,12,3,0,0,0,0.0571,0.0835
F2_165,54.1,10.5,5.72,4.02,9.74,18.00369686,55,1263,56,370,80,338,1207,130.586,465,0.72688172,26971.26,4.7,478750,0,3,16,0,0,0.0564,0.0797
F2_166,32.1,9.9,1.76,1.7,3.46,10.7788162,27,994,28,367,82,393,966,206.668,1733,0.22677438,181193.08,5.99,181250,4,2,0,0,28,0.0565,0.081
F2_167,29.4,10.7,1.6,1.8,3.4,11.56462585,11,729,30,328,93,274,699,207.074,326,0.840490798,20350.54,4.418,240500,7,9,0,0,2,0.0523,0.0706
F2_168,38,10.3,2.67,2.45,5.12,13.47368421,72,1612,63,516,107,386,1549,140.328,730,0.528767123,56925.02,7.711,320250,47,9,0,4,31,0.0566,0.0853
F2_169,33.9,10.1,1.48,1.9,3.38,9.970501475,42,1051,53,350,84,331,998,102.328,613,0.539967374,47425.36,7.76,350250,0,0,10,0,0,0.0624,0.0912
F2_170,47,10.6,1,2.31,3.31,7.042553191,199,1782,56,555,105,399,1726,282.578,4239,0.094125973,74687.4,4.045,71750,43,13,4,47,31,0.0556,0.0766
F2_171,51.5,10.8,1,2.5,3.5,6.796116505,120,1234,38,498,114,508,1196,133.53,12486,0.040685568,77029.38,4.284,180250,62,22,0,13,335,0.0621,0.0891
F2_172,36.5,9.8,1.7,2.19,3.89,10.65753425,57,1449,45,609,138,488,1404,236.064,605,0.80661157,69842.86,9.03,419750,41,17,0,0,0,0.0501,0.0638
F2_173,60.7,11.1,1.03,3.2,4.23,6.968698517,107,1732,35,637,99,437,1697,419.056,10059,0.043443682,136558.32,5.429,116000,5,0,0,0,2,0.0589,0.08335
F2_174,51,10.8,0.91,1.91,2.82,5.529411765,201,1966,75,768,188,568,1891,243.952,10544,0.053869499,63445.66,3.787,208500,18,6,12,1,0,0.0624,0.08545
F2_317,48.2,11.3,1.15,2.1,3.25,6.742738589,61,1490,38,495,104,368,1452,115.698,4330,0.084988453,63934.78,4.788,284500,25,10,0,0,6,0.0644,0.0944
F2_318,52.5,10.7,0.68,2.75,3.43,6.533333333,105,1466,56,551,119,526,1410,453.096,3121,0.168535726,93027.22,5.574,259500,75,23,3,0,59,0.0596,0.08455
F2_319,50.9,11.2,1.88,2.65,4.53,8.899803536,95,1182,60,454,121,508,1122,72.256,4474,0.113544926,95510.38,3.888,280250,34,11,0,0,15,0.0585,0.08185
F2_320,39.2,10.3,1.88,2.32,4.2,10.71428571,59,794,25,321,92,316,769,127.282,1022,0.309197652,68926.58,15.384,238750,14,0,0,0,0,0.0591,0.0807
F2_321,45.3,10.6,2.5,2.66,5.16,11.39072848,95,1667,45,705,149,644,1622,148.576,10335,0.06231253,172820.02,12.688,312750,25,1,12,0,0,0.0556,0.08035
F2_322,45.6,10.5,2.78,2.62,5.4,11.84210526,33,1442,39,573,105,491,1403,118.544,NA,NA,NA,NA,357000,0,0,0,0,0,0.0627,0.0912
F2_323,43,10.1,3.14,2.88,6.02,14,95,922,60,314,76,365,862,156.62,1134,0.321869489,205015.6,7.151,83000,0,0,0,0,0,0.0588,0.08885
F2_324,38.3,9.8,2.48,2.31,4.79,12.50652742,93,1300,52,427,83,332,1248,146.458,1480,0.224324324,159873.28,5.943,129500,13,0,0,0,0,0.0529,0.0704
F2_325,40.8,9.7,2.42,2.65,5.07,12.42647059,76,1299,28,497,119,413,1271,146.6,1721,0.239976758,207949.4,11.174,57500,19,2,0,0,1,0.052,0.0735
F2_326,32.4,9.9,2.26,1.53,3.79,11.69753086,35,971,12,399,87,395,959,144.482,579,0.682210708,75031.7,17.993,246000,27,10,0,0,0,0.0525,0.07425
F2_327,40.5,10.1,2.98,2.47,5.45,13.45679012,44,1291,16,489,94,442,1275,176.976,1217,0.363188168,132981.3,17.458,313750,21,6,0,0,0,0.0509,0.0699
F2_328,36.1,9.7,1.89,2.07,3.96,10.96952909,75,1004,43,358,92,376,961,258.53,947,0.397043295,224701.8,9.939,221250,0,0,0,0,0,0.0529,0.07245
F2_329,34,9.9,2.12,1.67,3.79,11.14705882,28,765,15,266,60,256,750,109.994,577,0.443674177,63797.58,15.756,143250,0,0,13,0,0,0.0507,0.06955
F2_330,34.4,10.6,1.54,1.26,2.8,8.139534884,44,1093,32,351,65,338,1061,60.622,591,0.571912014,10302.78,5.507,60750,0,0,4,0,1,0.0588,0.08395
F2_331,36.5,10.6,2.09,1.17,3.26,8.931506849,6,1015,21,418,98,359,994,126.856,430,0.834883721,37297.52,13.397,334750,0,0,6,NA,NA,0.0549,0.07635
F2_332,35.3,10.7,1.84,1.48,3.32,9.40509915,20,963,36,323,57,340,927,86.366,436,0.779816514,28512.1,9.119,366250,38,3,0,NA,NA,0.0582,0.0831
F2_333,26.9,10.3,0.38,0.28,0.66,2.453531599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387750,16,0,0,NA,NA,0.0505,0.06615
F2_334,46.7,10.3,1.91,2.1,4.01,8.586723769,127,1202,30,449,107,385,1172,139.11,5338,0.072124391,191262.98,6.102,245000,52,4,2,NA,NA,NA,NA
F2_335,52.7,10.9,1.49,2.68,4.17,7.912713472,36,1304,31,513,103,445,1273,NA,9453,0.047075003,202165.2,8.253,304750,0,5,0,NA,NA,NA,NA
F2_336,45.5,10.7,0.9,1.42,2.32,5.098901099,149,1530,52,587,120,555,1478,NA,4341,0.127850726,47238.76,4.906,245500,0,0,24,NA,NA,NA,NA
F2_337,32.1,10.3,1.38,1.7,3.08,9.595015576,11,587,11,250,70,261,576,141.796,495,0.527272727,49805.7,14.423,259000,11,2,0,NA,NA,NA,NA
F2_338,24.7,9.5,0.23,0.49,0.72,2.914979757,10,532,19,241,66,340,513,114.486,335,1.014925373,3049.6,11.691,433250,0,0,5,NA,NA,NA,NA
F2_339,39.2,10.2,3.51,2.05,5.56,14.18367347,17,1435,71,569,103,479,1364,156.478,1128,0.42464539,99322.98,10.081,118250,16,0,0,NA,NA,NA,NA
F2_340,42.4,10.2,1.83,1.91,3.74,8.820754717,186,1919,60,732,152,639,1859,141.442,10308,0.061990687,55350.74,3.108,97250,37,25,0,NA,NA,NA,NA
F2_341,54.8,11.1,2.11,2.78,4.89,8.923357664,153,1432,50,540,133,555,1382,250.536,8322,0.066690699,147638.1,7.758,145750,0,0,0,NA,NA,NA,NA
F2_342,48.2,10.6,1.6,2.48,4.08,8.46473029,90,1040,40,410,117,456,1000,250.608,1996,0.228456914,108079.74,14.812,376750,15,0,0,NA,NA,NA,NA
F2_343,39.6,10.1,2.08,1.66,3.74,9.444444444,42,1258,74,517,158,475,1184,210.09,725,0.655172414,15170.2,8.354,287000,48,4,0,NA,NA,NA,NA
F2_344,45.4,10.6,0.81,1.64,2.45,5.396475771,27,1009,79,317,61,315,930,133.866,3238,0.097282273,72536.8,9.076,330750,0,0,9,NA,NA,NA,NA
F2_345,45.6,10.6,0.86,1.57,2.43,5.328947368,90,843,77,251,62,366,766,150.77,4944,0.074029126,47847.3,5.598,130937,0,0,0,NA,NA,NA,NA
F2_288,37.7,10.2,2.04,2.01,4.05,10.74270557,27,1469,25,559,95,406,1444,184.858,669,0.606875934,109760.04,20.552,235250,26,10,0,0,0,0.0553,0.075
F2_289,37.2,10.2,2.42,1.9,4.32,11.61290323,70,1331,26,574,139,469,1305,146.67,1416,0.331214689,71692,12.566,322500,23,5,9,0,0,0.0558,0.0763
